0Dreamstars.ModTranslation-name|模组翻译
I did enjoy that material a bit back in those days, but my true association with that road was how,<LINE>after our creators left, Five Pebbles came to hate it. When I was still in contact with him,<LINE>I teased him about that quite alot~|当初，我确实也挺喜欢那些作品，不过，关于那条路让我真正铭记的事，还是在创造者们离开后，五块卵石开始讨厌它。<LINE>我还跟他有联系时，没少拿这个调侃他~
There was even times where Moon interfered when he was getting a bit heated!|有时他急眼了，月姐还会出来打圆场呢！
I do miss those days... But enough about that! To get this means you have been there yourself<LINE>and found it just as entertaining as they once did!|我很怀念那段日子……不过扯远啦！你能找到这东西，就说明<LINE>已经去过那儿了，而且和曾经的人们一样玩得很开心吧！
I wonder what other silly adventures you may have gone on~|真想知道你还经历了什么幼稚的冒险~

//3636877115
propane.fastRegion-description|一个大型空中区域，每个房间都是赶工的。<LINE>请注意，部分房间可能存在地形造成的单行道、物品错位，及其他各类问题。<LINE>此模组的无限版将于2026年内发布。
Skyport|天空港口
Ruined Workspace|毁坏的工作区
Lower Docks|下埠头
Upper Docks|上埠头

//3636702654
lunarcanyon-description|一片深藏于海底的洞穴群系，自仰望皓月崩塌后便笼罩在永恒的黑暗之中。<LINE>该区域有(大约)74个房间(含业力门与庇护所)、(大约)134个屏幕，以及1颗珍珠、1个回响(译者注：还没做出来)。
Lunar Canyon|月之峡谷
The Midnight Deep|如夜深处
The Bottom|峡底

//3637050259
maxdubstep.steelmill-description|本区域用了1.5天时间制作，现在以永久未完工的状态公开发布。来探索这座围绕着沉没遗迹建成的钢铁工厂吧。
Steel Mill|锻钢厂
Forgotten Cranes|遗忘塔吊
Abandoned Leg|被弃支架
Corroded Sink|朽化水槽
Riven Factory|残裂工厂
Metal Web|钢铁之网
Vanity Remnant|虚荣遗迹
Eroded Glacier|受蚀冰河

//3637556546
nicolasdreams.thepipe-description|一个连接工业区和净水系统的水管。支持所有蛞蝓猫游玩！
The Pipe|管道

//3632872462
mlfunctioningbatteriy-description|增加一个区域
Malfunctioning Batteries|故障储电区
Unusable Railway|失效轨道
//CBCB_modifyprojecttext
This is the genome of the purposed organism.<LINE>Its purpose is to convert wind energy into electrical energy.|这是效用有机体的基因组。<LINE>目标是将风能转化为电能。
I can’t quite understand what it is, but something about this really makes me uneasy.|我不清楚那是什么，但它让我感到不安。
//CBCB_modifyprojecttext-Artificer
This is the genome of the purposed organism.<LINE>Its purpose is to convert wind energy into electrical energy.|这是效用有机体的基因组。<LINE>目标是将风能转化为电能。
I can’t ignore the fact that it lacks a mechanism to limit reproduction,<LINE>which in theory could lead to rather... grim consequences.|我必须指出这个有机体并未设置繁殖限制，而这理论上会导致……相当灾难性的后果。
//CBCB_neurontext-Spear
This is a blueprint of a modification to a local ground-based communications array.|改良本地地面通讯阵列的蓝图。
It is outdated and was decommissioned shortly after my construction.|已经过时且在我完成建造后不久就废弃了。
The last time my оverseers to return from there,<LINE>they recorded constant electrical storms.|我的监视者上次从那里返回时，记录到了持续不断的雷电风暴。
I would not recommend going there.|我不建议你再前往那个地方。
//CBCB_neurontext
This is a blueprint of a modification.|这是一张改造蓝图。
What?<LINE>I don’t know what kind of structure this is.|但……我不清楚这是什么结构。
In any case, the purpose of this modification is gas containment,<LINE>though I can’t say which specific gas.|总之，这个改造的目标是储存气体，<LINE>但我不知道是哪种气体。

//3641559494
powerplant-description|长久荒废的发电厂，已经被自然占领。食物和捕食者存在于地表，而地下则充满黑暗与危险。连接烟囱天棚，海岸线，排水系统。
Power Plant|发电厂
Transmission Tower|输电塔
The Basin|基部

//3639710273
hb.measurer-description|该模组是一个全新剧情线的测试版。整个剧情线只完成了一部分，后续会不断更新！
The Measurer|衡量者
THE MEASURER|衡量者
A special being who sways the fate of such a great world.<LINE>There is no shortage of living in the wild,<LINE>but there is no time to delay because the only friend is waiting.|一个能左右这宏大世界命运的特殊存在。在野外的生活很富足，<LINE>但你不能拖延，因为唯一的朋友正在等待。

Central Dogma|中心法则
Struts|支柱
Central Dogma (Short Circuits)|中心法则（短路组件）
Central Dogma (Memory Conflux)|中心法则（内存阵列）
Central Dogma (Central Nucleoli Bus)|中央核心总线
Data Center|数据中心
Sea of Information|信息之海
Runway|过道
Control Tower|控制塔
Transport Hub|交通枢纽
Submarine Tunnel|水底隧道

//3642375288
stonehead-description|我发布的首个区域——岩巷！<LINE>10个房间，11个屏幕。<LINE>基于喷泉（fountain）竞技场制作！
Stoneheads|岩巷

//3644655847
fishy.SludgeTunnels-description|一个遍布涂鸦且锈迹斑斑的排污系统
Sludge Tunnels|积淤隧道
Frozen Sewers|结冻水道

//3556250701
pain world
PainWorld-description|为雨世界添加极其富有挑战的改变，包括：<LINE>腐化系统，指定某些生物变为腐化生物，<LINE>更频繁地触发预循环，<LINE>强化生物变异机制，<LINE>雨甸兼容，<LINE>配置菜单
Core Settings|核心配置
[ALL SETTINGS ARE LOCKED WHEN A CAMPAIGN IS ACTIVE]|【存档开启后所有配置都将锁定】
Precycles trigger rain before the cycle starts.|预循环将在循环开始时引发降雨。
Storms are intense rain and lightning events that occur during cycles.|风暴为在循环期间发生的伴随闪电的强降雨事件
Precycle Chance|预循环概率
Storm Chance|风暴概率
Storm Intensity|风暴强度
Debug|调试
Open Debug Menu|打开调试界面

Rot System|腐化系统
[ROT SYSTEM DOES NOT AFFECT WATCHER CAMPAIGN]|【腐化系统不会影响观望者线】
Region Rot|区域腐化
Enable Region Rot|启用区域腐化
Region Rot Settings|区域腐化选项
Rot Increase Rate|腐化扩散速度
% per cycle|% 每循环
Rot Cap Amount|腐化上限
Initial Rot Percentage|初始腐化率
Creature Rot|生物腐化
Rot Lizards|腐化蜥蜴
Rot Centipedes|腐化蜈蚣
Rot Vultures|腐化秃鹫
Rot Scavengers|腐化拾荒者
Rot Spiders|腐化狼蛛
Rot Drop Bugs|腐化落网虫
Rot Noodleflies|腐化面条蝇
Balance Settings|平衡性设置
Creature Rot Immunity Chance|生物免疫腐化概率
Spawn Chances|生成概率
Chance to spawn each type when creature rots|生物腐化时所生成的腐化物种类概率
Daddy Long Legs Chance|蓝长腿菌概率
Brother Long Legs Chance|黄长腿菌概率
Terror Long Legs Chance|紫长腿菌概率

VultureBuffChance|秃鹫强化概率
KingVultureBuffChance|魔王秃鹫强化概率
MirosVultureBuffChance|钢秃鹫强化概率
Vulture Buff Chances|秃鹫强化概率
Individual chances for each vulture variant to spawn as a buffed version.|每个秃鹫变种都有概率变为强化版本。
Vulture
King Vulture
Miros Vulture

SpiderBuffChance|小蜘蛛强化概率
MotherSpiderBuffChance|蛛母强化概率
BigSpiderBuffChance|狼蛛强化概率
SpitterSpiderBuffChance|烈焰狼蛛强化概率
Spider Buff Chances|蜘蛛强化概率
Individual chances for each spider variant to spawn as a buffed version.|每个蜘蛛变种都有概率变为强化版本。
Spider|小蜘蛛
Big Spider
Spitter Spider
Mother Spider

ScavengerBuffChance|拾荒者强化概率
EliteScavengerBuffChance|精英拾荒者强化概率
ScavengerKingBuffChance|拾荒者酋长强化概率
ScavengerDiscipleBuffChance|拾荒者门徒强化概率
ScavengerTemplarBuffChance|拾荒者圣堂武士强化概率
Individual chances for each scavenger variant to spawn as a buffed version.|每个拾荒者变种都有概率变为强化版本。
Scavenger Buff Chance|拾荒者
Scavenger Buff Chances|拾荒者强化概率
Elite Scavenger
Scavenger King|拾荒者酋长
Scavenger Disciple|拾荒者门徒
Scavenger Templar|拾荒者圣堂武士

PinkLizardBuffChance|粉蜥蜴强化概率
GreenLizardBuffChance|绿蜥蜴强化概率
BlueLizardBuffChance|蓝蜥蜴强化概率
